help_keyword_id,name
0,HELP_DATE
1,HELP_VERSION
2,DEFAULT
3,SERIAL
4,VALUE
5,HELP
6,ASYMMETRIC_DECRYPT
7,ASYMMETRIC_ENCRYPT
8,ASYMMETRIC_SIGN
9,ASYMMETRIC_VERIFY
10,CREATE_ASYMMETRIC_PRIV_KEY
11,CREATE_ASYMMETRIC_PUB_KEY
12,CREATE_DIGEST
13,FALSE
14,TRUE
15,BOOL
16,BOOLEAN
17,INT1
18,UNSIGNED
19,ZEROFILL
20,INT2
21,INT3
22,MIDDLEINT
23,INT4
24,INTEGER
25,INT8
26,DEC
27,FIXED
28,NUMERIC
29,DECIMAL
30,FLOAT4
31,FLOAT8
32,PRECISION
33,REAL
34,DATE
35,TIMESTAMP
36,TIME
37,CHARACTER
38,NATIONAL
39,NCHAR
40,BYTE
41,CHAR
42,NVARCHAR
43,VARCHARACTER
44,VARYING
45,LONG
46,LONGBINARY
47,ADD
48,ALTER
49,CREATE
50,INDEX
51,KEY
52,TABLE
53,=
54,<=>
55,<>
56,<=
57,<
58,>=
59,>
60,AND
61,BETWEEN
62,NOT
63,COALESCE
64,EXISTS
65,GREATEST
66,IN
67,INTERVAL
68,IS
69,NULL
70,ISNULL
71,LEAST
72,OR
73,XOR
74,:=
75,CASE
76,ELSE
77,END
78,THEN
79,WHEN
80,IF
81,IFNULL
82,NULLIF
83,+
84,-
85,*
86,/
87,DIV
88,MOD
89,ABS
90,ACOS
91,ASIN
92,ATAN
93,ATAN2
94,CEIL
95,CEILING
96,CONV
97,COS
98,COT
99,CRC32
100,DEGREES
101,EXP
102,FLOOR
103,LN
104,LOG
105,LOG2
106,LOG10
107,%
108,PI
109,POW
110,POWER
111,RADIANS
112,RAND
113,ROUND
114,SIGN
115,SIN
116,SQRT
117,TAN
118,TRUNCATE
119,ADDDATE
120,ADDTIME
121,CONVERT_TZ
122,CURDATE
123,CURRENT_DATE
124,CURRENT_TIME
125,CURRENT_TIMESTAMP
126,CURTIME
127,DATEDIFF
128,DATE_ADD
129,DATE_SUB
130,DAY
131,DAY_HOUR
132,DAY_MINUTE
133,DAY_SECOND
134,HOUR
135,HOUR_MINUTE
136,HOUR_SECOND
137,MINUTE
138,MINUTE_SECOND
139,MONTH
140,SECOND
141,YEAR
142,YEAR_MONTH
143,DATE_FORMAT
144,DAYNAME
145,DAYOFMONTH
146,DAYOFWEEK
147,DAYOFYEAR
148,EXTRACT
149,FROM_DAYS
150,FROM_UNIXTIME
151,GET_FORMAT
152,LAST_DAY
153,LOCALTIME
154,LOCALTIMESTAMP
155,MAKEDATE
156,MAKETIME
157,MICROSECOND
158,MONTHNAME
159,NOW
160,PERIOD_ADD
161,PERIOD_DIFF
162,QUARTER
163,SEC_TO_TIME
164,STR_TO_DATE
165,SUBDATE
166,SUBTIME
167,SYSDATE
168,FUNCTION
169,TIMEDIFF
170,TIMESTAMPADD
171,TIMESTAMPDIFF
172,TIME_FORMAT
173,TIME_TO_SEC
174,TO_DAYS
175,TO_SECONDS
176,UNIX_TIMESTAMP
177,UTC_DATE
178,UTC_TIME
179,UTC_TIMESTAMP
180,WEEK
181,WEEKDAY
182,WEEKOFYEAR
183,YEARWEEK
184,ASCII
185,BIN
186,BIT_LENGTH
187,CHAR_LENGTH
188,CHARACTER_LENGTH
189,CONCAT
190,CONCAT_WS
191,ELT
192,EXPORT_SET
193,FIELD
194,FIND_IN_SET
195,FORMAT
196,FROM_BASE64
197,HEX
198,INSERT
199,INSTR
200,LCASE
201,LEFT
202,LENGTH
203,LOAD_FILE
204,LOCATE
205,LOWER
206,LPAD
207,LTRIM
208,MAKE_SET
209,MID
210,OCT
211,OCTET_LENGTH
212,ORD
213,POSITION
214,QUOTE
215,REPEAT
216,REPLACE
217,REVERSE
218,RIGHT
219,RPAD
220,RTRIM
221,SOUNDEX
222,LIKE
223,SOUNDS
224,SPACE
225,SUBSTR
226,SUBSTRING
227,SUBSTRING_INDEX
228,TO_BASE64
229,BOTH
230,FROM
231,LEADING
232,TRAILING
233,TRIM
234,UCASE
235,UNHEX
236,UPPER
237,WEIGHT_STRING
238,ESCAPE
239,STRCMP
240,REGEXP
241,RLIKE
242,REGEXP_INSTR
243,REGEXP_LIKE
244,REGEXP_REPLACE
245,REGEXP_SUBSTR
246,AGAINST
247,EXPANSION
248,MATCH
249,MODE
250,QUERY
251,WITH
252,BINARY
253,ARRAY
254,CAST
255,DATETIME
256,JSON
257,SIGNED
258,TIMEZONE
259,CONVERT
260,EXTRACTVALUE
261,UPDATEXML
262,|
263,&
264,^
265,<<
266,>>
267,~
268,BIT_COUNT
269,AES_DECRYPT
270,AES_ENCRYPT
271,COMPRESS
272,MD5
273,RANDOM_BYTES
274,SHA
275,SHA1
276,SHA2
277,STATEMENT_DIGEST
278,STATEMENT_DIGEST_TEXT
279,UNCOMPRESS
280,UNCOMPRESSED_LENGTH
281,VALIDATE_PASSWORD_STRENGTH
282,GET_LOCK
283,IS_FREE_LOCK
284,IS_USED_LOCK
285,RELEASE_ALL_LOCKS
286,RELEASE_LOCK
287,BENCHMARK
288,CHARSET
289,COERCIBILITY
290,COLLATION
291,CONNECTION_ID
292,CURRENT_ROLE
293,CURRENT_USER
294,DATABASE
295,FOUND_ROWS
296,ICU_VERSION
297,LAST_INSERT_ID
298,ROLES_GRAPHML
299,ROW_COUNT
300,SCHEMA
301,SESSION_USER
302,SYSTEM_USER
303,USER
304,VERSION
305,ST_GEOMCOLLFROMTEXT
306,ST_GEOMETRYCOLLECTIONFROMTEXT
307,ST_GEOMETRYFROMTEXT
308,ST_GEOMFROMTEXT
309,ST_LINEFROMTEXT
310,ST_LINESTRINGFROMTEXT
311,ST_MLINEFROMTEXT
312,ST_MULTILINESTRINGFROMTEXT
313,ST_MPOINTFROMTEXT
314,ST_MULTIPOINTFROMTEXT
315,ST_MPOLYFROMTEXT
316,ST_MULTIPOLYGONFROMTEXT
317,ST_POINTFROMTEXT
318,ST_POLYFROMTEXT
319,ST_POLYGONFROMTEXT
320,ST_GEOMCOLLFROMWKB
321,ST_GEOMETRYCOLLECTIONFROMWKB
322,ST_GEOMETRYFROMWKB
323,ST_GEOMFROMWKB
324,ST_LINEFROMWKB
325,ST_LINESTRINGFROMWKB
326,ST_MLINEFROMWKB
327,ST_MULTILINESTRINGFROMWKB
328,ST_MPOINTFROMWKB
329,ST_MULTIPOINTFROMWKB
330,ST_MPOLYFROMWKB
331,ST_MULTIPOLYGONFROMWKB
332,ST_POINTFROMWKB
333,ST_POLYFROMWKB
334,ST_POLYGONFROMWKB
335,GEOMCOLLECTION
336,GEOMETRYCOLLECTION
337,LINESTRING
338,MULTILINESTRING
339,MULTIPOINT
340,MULTIPOLYGON
341,POINT
342,POLYGON
343,ST_ASBINARY
344,ST_ASWKB
345,ST_ASTEXT
346,ST_ASWKT
347,ST_SWAPXY
348,ST_DIMENSION
349,ST_ENVELOPE
350,ST_GEOMETRYTYPE
351,ST_ISEMPTY
352,ST_ISSIMPLE
353,ST_SRID
354,ST_LATITUDE
355,ST_LONGITUDE
356,ST_X
357,ST_Y
358,ST_ENDPOINT
359,ST_ISCLOSED
360,ST_LENGTH
361,ST_NUMPOINTS
362,ST_POINTN
363,ST_STARTPOINT
364,ST_AREA
365,ST_CENTROID
366,ST_EXTERIORRING
367,ST_INTERIORRINGN
368,ST_NUMINTERIORRING
369,ST_NUMINTERIORRINGS
370,ST_GEOMETRYN
371,ST_NUMGEOMETRIES
372,ST_BUFFER
373,ST_BUFFER_STRATEGY
374,ST_CONVEXHULL
375,ST_DIFFERENCE
376,ST_INTERSECTION
377,ST_LINEINTERPOLATEPOINT
378,ST_LINEINTERPOLATEPOINTS
379,ST_POINTATDISTANCE
380,ST_SYMDIFFERENCE
381,ST_TRANSFORM
382,ST_UNION
383,ST_CONTAINS
384,ST_CROSSES
385,ST_DISJOINT
386,ST_DISTANCE
387,ST_EQUALS
388,ST_FRECHETDISTANCE
389,ST_HAUSDORFFDISTANCE
390,ST_INTERSECTS
391,ST_OVERLAPS
392,ST_TOUCHES
393,ST_WITHIN
394,MBRCONTAINS
395,MBRCOVEREDBY
396,MBRCOVERS
397,MBRDISJOINT
398,MBREQUALS
399,MBRINTERSECTS
400,MBROVERLAPS
401,MBRTOUCHES
402,MBRWITHIN
403,ST_GEOHASH
404,ST_LATFROMGEOHASH
405,ST_LONGFROMGEOHASH
406,ST_POINTFROMGEOHASH
407,ST_ASGEOJSON
408,ST_GEOMFROMGEOJSON
409,ST_COLLECT
410,ST_DISTANCE_SPHERE
411,ST_ISVALID
412,ST_MAKEENVELOPE
413,ST_SIMPLIFY
414,ST_VALIDATE
415,JSON_ARRAY
416,JSON_OBJECT
417,JSON_QUOTE
418,JSON_CONTAINS
419,JSON_CONTAINS_PATH
420,JSON_EXTRACT
421,(JSON
422,->
423,EXTRACTION)
424,->>
425,INLINE
426,PATH)
427,JSON_KEYS
428,JSON_OVERLAPS
429,JSON_SEARCH
430,JSON_VALUE
431,MEMBER
432,OF
433,JSON_ARRAY_APPEND
434,JSON_ARRAY_INSERT
435,JSON_INSERT
436,JSON_MERGE
437,JSON_MERGE_PATCH
438,JSON_MERGE_PRESERVE
439,JSON_REMOVE
440,JSON_REPLACE
441,JSON_SET
442,JSON_UNQUOTE
443,JSON_DEPTH
444,JSON_LENGTH
445,JSON_TYPE
446,JSON_VALID
447,JSON_TABLE
448,JSON_SCHEMA_VALID
449,JSON_SCHEMA_VALIDATION_REPORT
450,JSON_PRETTY
451,JSON_STORAGE_FREE
452,JSON_STORAGE_SIZE
453,GTID_SUBSET
454,GTID_SUBTRACT
455,WAIT_FOR_EXECUTED_GTID_SET
456,MASTER_POS_WAIT
457,SOURCE_POS_WAIT
458,AVG
459,DISTINCT
460,BIT_AND
461,BIT_OR
462,BIT_XOR
463,COUNT
464,ASC
465,BY
466,DESC
467,GROUP_CONCAT
468,ORDER
469,SEPARATOR
470,JSON_ARRAYAGG
471,JSON_OBJECTAGG
472,MAX
473,MIN
474,STD
475,STDDEV
476,STDDEV_POP
477,STDDEV_SAMP
478,SUM
479,VAR_POP
480,VAR_SAMP
481,VARIANCE
482,CUME_DIST
483,DENSE_RANK
484,FIRST_VALUE
485,LAG
486,LAST_VALUE
487,LEAD
488,NTH_VALUE
489,NTILE
490,PERCENT_RANK
491,RANK
492,ROW_NUMBER
493,DISTANCE
494,STRING_TO_VECTOR
495,VECTOR_DIM
496,VECTOR_TO_STRING
497,FORMAT_BYTES
498,FORMAT_PICO_TIME
499,PS_CURRENT_THREAD_ID
500,PS_THREAD_ID
501,CAN_ACCESS_COLUMN
502,CAN_ACCESS_DATABASE
503,CAN_ACCESS_TABLE
504,CAN_ACCESS_USER
505,CAN_ACCESS_VIEW
506,GET_DD_COLUMN_PRIVILEGES
507,GET_DD_CREATE_OPTIONS
508,GET_DD_INDEX_SUB_PART_LENGTH
509,INTERNAL_AUTO_INCREMENT
510,INTERNAL_AVG_ROW_LENGTH
511,INTERNAL_CHECK_TIME
512,INTERNAL_CHECKSUM
513,INTERNAL_DATA_FREE
514,INTERNAL_DATA_LENGTH
515,INTERNAL_DD_CHAR_LENGTH
516,INTERNAL_GET_COMMENT_OR_ERROR
517,INTERNAL_GET_ENABLED_ROLE_JSON
518,INTERNAL_GET_HOSTNAME
519,INTERNAL_GET_USERNAME
520,INTERNAL_GET_VIEW_WARNING_OR_ERROR
521,INTERNAL_INDEX_COLUMN_CARDINALITY
522,INTERNAL_INDEX_LENGTH
523,INTERNAL_IS_ENABLED_ROLE
524,INTERNAL_IS_MANDATORY_ROLE
525,INTERNAL_KEYS_DISABLED
526,INTERNAL_MAX_DATA_LENGTH
527,INTERNAL_TABLE_ROWS
528,INTERNAL_UPDATE_TIME
529,IS_VISIBLE_DD_OBJECT
530,ANY_VALUE
531,BIN_TO_UUID
532,GROUPING
533,INET_ATON
534,INET_NTOA
535,INET6_ATON
536,INET6_NTOA
537,IS_IPV4
538,IS_IPV4_COMPAT
539,IS_IPV4_MAPPED
540,IS_IPV6
541,IS_UUID
542,NAME_CONST
543,SLEEP
544,UUID
545,UUID_SHORT
546,UUID_TO_BIN
547,VALUES
548,COLLATE
549,ENCRYPTION
550,ONLY
551,READ
552,SET
553,COMMENT
554,COMPLETION
555,DEFINER
556,DISABLE
557,DO
558,ENABLE
559,EVENT
560,ON
561,PRESERVE
562,RENAME
563,REPLICA
564,SCHEDULE
565,SLAVE
566,BINLOG
567,CHANNEL
568,ERROR
569,FOR
570,INNODB
571,INSTANCE
572,KEYRING
573,MASTER
574,NO
575,REDO_LOG
576,RELOAD
577,ROLLBACK
578,TLS
579,GROUP
580,LOGFILE
581,PROCEDURE
582,OPTIONS
583,SERVER
584,AFTER
585,ALGORITHM
586,ANALYZE
587,AUTOEXTEND_SIZE
588,AUTO_INCREMENT
589,AVG_ROW_LENGTH
590,CHANGE
591,CHECK
592,CHECKSUM
593,COLUMN
594,COLUMNS
595,COMPRESSION
596,CONNECTION
597,CONSTRAINT
598,DATA
599,DELAY_KEY_WRITE
600,DIRECTORY
601,DISCARD
602,DROP
603,ENGINE
604,EXCHANGE
605,FIRST
606,FOREIGN
607,FULLTEXT
608,IMPORT
609,INSERT_METHOD
610,INVISIBLE
611,KEYS
612,KEY_BLOCK_SIZE
613,LOCK
614,MAX_ROWS
615,MIN_ROWS
616,MODIFY
617,OPTIMIZE
618,PACK_KEYS
619,PARSER
620,PARTITION
621,PARTITIONING
622,PASSWORD
623,PRIMARY
624,REBUILD
625,REMOVE
626,REORGANIZE
627,REPAIR
628,ROW_FORMAT
629,SPATIAL
630,STATS_AUTO_RECALC
631,STATS_PERSISTENT
632,STATS_SAMPLE_PAGES
633,TABLESPACE
634,TYPE
635,UNION
636,UNIQUE
637,UPGRADE
638,VISIBLE
639,DATAFILE
640,INITIAL_SIZE
641,TO
642,UNDO
643,WAIT
644,VIEW
645,AT
646,ENDS
647,EVERY
648,STARTS
649,BTREE
650,HOST
651,OWNER
652,PORT
653,SOCKET
654,WRAPPER
655,DEFINITION
656,DESCRIPTION
657,NAME
658,ORGANIZATION
659,REFERENCE
660,SYSTEM
661,ACTION
662,ARCHIVE
663,CASCADE
664,COMPACT
665,COMPRESSED
666,CSV
667,DELETE
668,DYNAMIC
669,FEDERATED
670,FULL
671,HEAP
672,MERGE
673,MRG_MYISAM
674,MYISAM
675,NDB
676,NDBCLUSTER
677,PARTIAL
678,REDUNDANT
679,REFERENCES
680,STORED
681,VIRTUAL
682,RESTRICT
683,UPDATE
684,EXTENT_SIZE
685,FILE_BLOCK_SIZE
686,MAX_SIZE
687,NODEGROUP
688,USE
689,TRIGGER
690,TEMPORARY
691,CALL
692,LIMIT
693,LOW_PRIORITY
694,QUICK
695,USING
696,WHERE
697,ALL
698,EXCEPT
699,CLOSE
700,HANDLER
701,LAST
702,NEXT
703,OPEN
704,PREV
705,DELAYED
706,DUPLICATE
707,HIGH_PRIORITY
708,IGNORE
709,INTO
710,ROW
711,SELECT
712,INTERSECT
713,CONCURRENT
714,ENCLOSED
715,ESCAPED
716,FIELDS
717,INFILE
718,LINES
719,LOAD
720,LOCAL
721,OPTIONALLY
722,STARTING
723,TERMINATED
724,IDENTIFIED
725,ROWS
726,AS
727,DISTINCTROW
728,DUMPFILE
729,HAVING
730,JOIN
731,MEMORY
732,OFFSET
733,OUTFILE
734,SHARE
735,SQL_BIG_RESULT
736,SQL_BUFFER_RESULT
737,SQL_CALC_FOUND_ROWS
738,SQL_NO_CACHE
739,SQL_SMALL_RESULT
740,STRAIGHT_JOIN
741,DUAL
742,CROSS
743,FORCE
744,INNER
745,NATURAL
746,OUTER
747,AUTOCOMMIT
748,BEGIN
749,CHAIN
750,COMMIT
751,CONSISTENT
752,RELEASE
753,SNAPSHOT
754,START
755,TRANSACTION
756,WORK
757,WRITE
758,SAVEPOINT
759,BACKUP
760,UNLOCK
761,TABLES
762,COMMITTED
763,GLOBAL
764,ISOLATION
765,LEVEL
766,REPEATABLE
767,SERIALIZABLE
768,SESSION
769,UNCOMMITTED
770,PREPARE
771,RECOVER
772,XA
773,BEFORE
774,LOGS
775,PURGE
776,GTIDS
777,RESET
778,SQL_LOG_BIN
779,FILTER
780,REPLICATE_DO_DB
781,REPLICATE_DO_TABLE
782,REPLICATE_IGNORE_DB
783,REPLICATE_IGNORE_TABLE
784,REPLICATE_REWRITE_DB
785,REPLICATE_WILD_DO_TABLE
786,REPLICATE_WILD_IGNORE_TABLE
787,REPLICATION
788,ASSIGN_GTIDS_TO_ANONYMOUS_TRANSACTIONS
789,IGNORE_SERVER_IDS
790,NETWORK_NAMESPACE
791,PRIVILEGE_CHECKS_USER
792,RELAY_LOG_FILE
793,RELAY_LOG_POS
794,SOURCE
795,SOURCE_AUTO_POSITION
796,SOURCE_BIND
797,SOURCE_COMPRESSION_ALGORITHMS
798,SOURCE_CONNECT_RETRY
799,SOURCE_HEARTBEAT_PERIOD
800,SOURCE_HOST
801,SOURCE_LOG_FILE
802,SOURCE_LOG_POS
803,SOURCE_PASSWORD
804,SOURCE_PORT
805,SOURCE_RETRY_COUNT
806,SOURCE_SSL
807,SOURCE_SSL_CA
808,SOURCE_SSL_CERT
809,SOURCE_SSL_CIPHER
810,SOURCE_SSL_CRL
811,SOURCE_SSL_CRLPATH
812,SOURCE_SSL_KEY
813,SOURCE_SSL_VERIFY_SERVER_CERT
814,SOURCE_TLS_CIPHERSUITES
815,SOURCE_TLS_VERSION
816,SOURCE_USER
817,SOURCE_ZSTD_COMPRESSION_LEVEL
818,DEFAULT_AUTH
819,IO_THREAD
820,PLUGIN_DIR
821,SQL_AFTER_GTIDS
822,SQL_AFTER_MTS_GAPS
823,SQL_BEFORE_GTIDS
824,SQL_THREAD
825,STOP
826,EXECUTE
827,DEALLOCATE
828,DECLARE
829,ELSEIF
830,ITERATE
831,LEAVE
832,LOOP
833,UNTIL
834,RETURN
835,WHILE
836,CURSOR
837,FETCH
838,CONDITION
839,CONTINUE
840,EXIT
841,CATALOG_NAME
842,CLASS_ORIGIN
843,COLUMN_NAME
844,CONSTRAINT_CATALOG
845,CONSTRAINT_NAME
846,CONSTRAINT_SCHEMA
847,CURSOR_NAME
848,DIAGNOSTICS
849,GET
850,MESSAGE_TEXT
851,MYSQL_ERRNO
852,NUMBER
853,RETURNED_SQLSTATE
854,SCHEMA_NAME
855,SUBCLASS_ORIGIN
856,TABLE_NAME
857,RESIGNAL
858,SQLSTATE
859,SIGNAL
860,ACCOUNT
861,ATTRIBUTE
862,CHALLENGE_RESPONSE
863,CIPHER
864,CURRENT
865,EXPIRE
866,FACTOR
867,FAILED_LOGIN_ATTEMPTS
868,FINISH
869,HISTORY
870,INITIATE
871,ISSUER
872,MAX_CONNECTIONS_PER_HOUR
873,MAX_QUERIES_PER_HOUR
874,MAX_UPDATES_PER_HOUR
875,MAX_USER_CONNECTIONS
876,NEVER
877,NONE
878,OLD
879,OPTIONAL
880,PASSWORD_LOCK_TIME
881,RANDOM
882,REGISTRATION
883,REQUIRE
884,RETAIN
885,REUSE
886,ROLE
887,SSL
888,SUBJECT
889,UNBOUNDED
890,UNREGISTER
891,X509
892,AUTHENTICATION
893,INITIAL
894,ADMIN
895,CLIENT
896,FILE
897,GRANT
898,OPTION
899,PRIVILEGES
900,PROCESS
901,SHUTDOWN
902,SUPER
903,USAGE
904,PROXY
905,REVOKE
906,UNKNOWN
907,RESOURCE
908,THREAD_PRIORITY
909,VCPU
910,NO_WRITE_TO_BINLOG
911,FAST
912,MEDIUM
913,EXTENDED
914,USE_FRM
915,AGGREGATE
916,RETURNS
917,SONAME
918,STRING
919,COMPONENT
920,INSTALL
921,PLUGIN
922,UNINSTALL
923,CLONE
924,PERSIST
925,PERSIST_ONLY
926,VARIABLE
927,NAMES
928,DATABASES
929,ENGINES
930,ERRORS
931,GRANTS
932,HOSTS
933,INDEXES
934,MUTEX
935,PROCESSLIST
936,SCHEMAS
937,SHOW
938,STATUS
939,TRIGGERS
940,VARIABLES
941,WARNINGS
942,EVENTS
943,STORAGE
944,CODE
945,PARSE_TREE
946,PLUGINS
947,PROFILE
948,PROFILES
949,RELAYLOG
950,REPLICAS
951,CACHE
952,EXPORT
953,FLUSH
954,GENERAL
955,OPTIMIZER_COSTS
956,RELAY
957,SLOW
958,USER_RESOURCES
959,KILL
960,LEAVES
961,RESTART
962,DESCRIBE
963,EXPLAIN
964,TRADITIONAL
965,TREE

